"Date","Province","Confirmed","Days","ActiveCases"
2020-06-20,"UNKNOWN",49,89,49
2020-06-21,"UNKNOWN",3,90,3
2020-06-22,"UNKNOWN",3,91,3
2020-06-23,"UNKNOWN",0,92,0
2020-06-24,"UNKNOWN",0,93,0
2020-06-25,"UNKNOWN",0,94,0
2020-06-26,"UNKNOWN",0,95,0
2020-06-27,"UNKNOWN",0,96,0
2020-06-28,"UNKNOWN",0,97,0
2020-06-29,"UNKNOWN",0,98,0
2020-06-30,"UNKNOWN",0,99,0
2020-07-01,"UNKNOWN",0,100,0
2020-07-02,"UNKNOWN",0,101,0
2020-07-03,"UNKNOWN",0,102,0
2020-07-04,"UNKNOWN",0,103,0
2020-07-05,"UNKNOWN",0,104,0
2020-07-06,"UNKNOWN",0,105,0
2020-07-07,"UNKNOWN",0,106,0
2020-07-08,"UNKNOWN",0,107,0
2020-07-09,"UNKNOWN",0,108,0
2020-07-10,"UNKNOWN",0,109,0
2020-07-11,"UNKNOWN",0,110,0
2020-07-12,"UNKNOWN",0,111,0
2020-07-13,"UNKNOWN",0,112,0
2020-07-14,"UNKNOWN",107,113,107
2020-07-15,"UNKNOWN",107,114,107
2020-07-16,"UNKNOWN",61,115,61
2020-07-17,"UNKNOWN",61,116,61
2020-07-18,"UNKNOWN",67,117,67
2020-07-19,"UNKNOWN",67,118,67
2020-07-20,"UNKNOWN",52,119,52
2020-07-21,"UNKNOWN",46,120,46
2020-07-22,"UNKNOWN",50,121,50
2020-07-23,"UNKNOWN",50,122,50
2020-07-24,"UNKNOWN",50,123,50
2020-07-25,"UNKNOWN",50,124,50
2020-07-26,"UNKNOWN",50,125,50
2020-07-27,"UNKNOWN",50,126,50
2020-07-28,"UNKNOWN",50,127,50
2020-07-29,"UNKNOWN",50,128,50
2020-07-30,"UNKNOWN",50,129,50
2020-07-31,"UNKNOWN",50,130,50
2020-08-01,"UNKNOWN",50,131,50
2020-08-02,"UNKNOWN",50,132,50
2020-08-03,"UNKNOWN",50,133,50
2020-08-04,"UNKNOWN",50,134,50
2020-08-05,"UNKNOWN",50,135,50
